timestamp,filename,method,attack,psnr,extraction_accuracy
2025-05-21T14:34:19.145930,woman_blonde.tif,HS,Salt & Pepper (2%),22.53271857,61.5
2025-05-21T14:34:19.160807,woman_blonde.tif,ML(T=2),Salt & Pepper (2%),22.59408527,47.75
2025-05-21T14:34:19.298108,woman_blonde.tif,PEE(T=1),JPEG (Q=70),34.5190261,46.5
2025-05-21T14:34:19.405909,woman_blonde.tif,HS,JPEG (Q=70),34.51871166,51.75
2025-05-21T14:34:19.422363,woman_blonde.tif,ML(T=2),JPEG (Q=70),34.51861286,50.75
2025-05-21T14:34:19.599760,woman_blonde.tif,PEE(T=1),Median Filter (3x3),31.06680059,52.5
2025-05-21T14:34:19.728167,woman_blonde.tif,HS,Median Filter (3x3),31.064207,49.25
2025-05-21T14:34:19.766990,woman_blonde.tif,ML(T=2),Median Filter (3x3),31.06544548,50.75
2025-05-21T14:35:04.084995,woman_blonde.tif,PEE(T=1),Gaussian (σ=10),28.11542602,51.0
2025-05-21T14:35:04.190055,woman_blonde.tif,HS,Gaussian (σ=10),28.09917993,50.75
2025-05-21T14:35:04.210576,woman_blonde.tif,ML(T=3),Gaussian (σ=10),28.11902372,48.75
2025-05-21T14:35:04.360473,woman_blonde.tif,PEE(T=1),Salt & Pepper (2%),22.51024433,56.75
2025-05-21T14:35:04.448736,woman_blonde.tif,HS,Salt & Pepper (2%),22.42984845,54.0
2025-05-21T14:35:04.462290,woman_blonde.tif,ML(T=3),Salt & Pepper (2%),22.48204366,51.5
2025-05-21T14:35:04.614461,woman_blonde.tif,PEE(T=1),JPEG (Q=70),37.32181616,48.25
2025-05-21T14:35:04.686220,woman_blonde.tif,HS,JPEG (Q=70),37.32283663,50.25
2025-05-21T14:35:04.700970,woman_blonde.tif,ML(T=3),JPEG (Q=70),37.31592495,47.75
2025-05-21T14:35:04.885173,woman_blonde.tif,PEE(T=1),Median Filter (3x3),35.43474028,52.25
2025-05-21T14:35:04.991822,woman_blonde.tif,HS,Median Filter (3x3),35.43968542,55.0
2025-05-21T14:35:05.030301,woman_blonde.tif,ML(T=3),Median Filter (3x3),35.42653221,53.0
2025-05-21T14:35:17.902459,woman_blonde.tif,PEE(T=1),Gaussian (σ=10),28.12832175,47.5
2025-05-21T14:35:18.003833,woman_blonde.tif,HS,Gaussian (σ=10),28.13200936,52.25
2025-05-21T14:35:18.021050,woman_blonde.tif,ML(T=3),Gaussian (σ=10),28.12088236,49.5
2025-05-21T14:35:18.166726,woman_blonde.tif,PEE(T=1),Salt & Pepper (2%),22.47344866,52.75
2025-05-21T14:35:18.253709,woman_blonde.tif,HS,Salt & Pepper (2%),22.53708184,50.75
2025-05-21T14:35:18.269338,woman_blonde.tif,ML(T=3),Salt & Pepper (2%),22.45456677,51.5
2025-05-21T14:35:18.417900,woman_blonde.tif,PEE(T=1),JPEG (Q=70),37.32181616,48.25
2025-05-21T14:35:18.491738,woman_blonde.tif,HS,JPEG (Q=70),37.32283663,50.25
2025-05-21T14:35:18.507360,woman_blonde.tif,ML(T=3),JPEG (Q=70),37.31592495,47.75
2025-05-21T14:35:18.672396,woman_blonde.tif,PEE(T=1),Median Filter (3x3),35.43474028,52.25
2025-05-21T14:35:18.774914,woman_blonde.tif,HS,Median Filter (3x3),35.43968542,55.0
2025-05-21T14:35:18.818238,woman_blonde.tif,ML(T=3),Median Filter (3x3),35.42653221,53.0
2025-05-21T14:35:24.639542,lena_gray_512.tif,PEE(T=1),Gaussian (σ=10),28.10767809,46.25
2025-05-21T14:35:24.742601,lena_gray_512.tif,HS,Gaussian (σ=10),28.11383985,50.0
2025-05-21T14:35:24.767942,lena_gray_512.tif,ML(T=3),Gaussian (σ=10),28.11422487,51.25
2025-05-21T14:35:24.910846,lena_gray_512.tif,PEE(T=1),Salt & Pepper (2%),22.51895345,55.75
2025-05-21T14:35:24.996058,lena_gray_512.tif,HS,Salt & Pepper (2%),22.5120375,55.75
2025-05-21T14:35:25.008602,lena_gray_512.tif,ML(T=3),Salt & Pepper (2%),22.45775224,52.0
2025-05-21T14:35:25.171355,lena_gray_512.tif,PEE(T=1),JPEG (Q=70),37.32181616,48.25
2025-05-21T14:35:25.247900,lena_gray_512.tif,HS,JPEG (Q=70),37.32283663,50.25
2025-05-21T14:35:25.262521,lena_gray_512.tif,ML(T=3),JPEG (Q=70),37.31592495,47.75
2025-05-21T14:35:25.434648,lena_gray_512.tif,PEE(T=1),Median Filter (3x3),35.43474028,52.25
2025-05-21T14:35:25.527939,lena_gray_512.tif,HS,Median Filter (3x3),35.43968542,55.0
2025-05-21T14:35:25.566156,lena_gray_512.tif,ML(T=3),Median Filter (3x3),35.42653221,53.0
2025-05-21T14:56:48.298777,pirate.tif,PEE(T=1),Gaussian (σ=10),28.08797011,52.5
2025-05-21T14:56:48.519274,pirate.tif,HS,Gaussian (σ=10),28.13492512,52.75
2025-05-21T14:56:48.538243,pirate.tif,ML(T=3),Gaussian (σ=10),28.13352593,50.0
2025-05-21T14:56:48.655973,pirate.tif,PEE(T=1),Salt & Pepper (2%),22.39129515,49.0
2025-05-21T14:56:48.833392,pirate.tif,HS,Salt & Pepper (2%),22.42584836,49.5
2025-05-21T14:56:48.843481,pirate.tif,ML(T=3),Salt & Pepper (2%),22.376104,52.5
2025-05-21T14:56:48.980524,pirate.tif,PEE(T=1),JPEG (Q=70),35.02382982,49.5
2025-05-21T14:56:49.153447,pirate.tif,HS,JPEG (Q=70),35.02739903,48.0
2025-05-21T14:56:49.167000,pirate.tif,ML(T=3),JPEG (Q=70),35.02209085,51.25
2025-05-21T14:56:49.349723,pirate.tif,PEE(T=1),Median Filter (3x3),32.17192115,51.5
2025-05-21T14:56:49.553524,pirate.tif,HS,Median Filter (3x3),32.17488263,50.25
2025-05-21T14:56:49.592632,pirate.tif,ML(T=3),Median Filter (3x3),32.16910023,48.0
2025-05-21T15:20:17.220096,pirate.tif,PEE(T=1),Gaussian (σ=10),28.117368346914738,54.50000000000001
2025-05-21T15:20:17.445862,pirate.tif,HS,Gaussian (σ=10),28.11835627210872,52.25
2025-05-21T15:20:17.467946,pirate.tif,ML(T=3),Gaussian (σ=10),28.12709351875846,53.25
2025-05-21T15:20:17.604833,pirate.tif,PEE(T=1),Salt & Pepper (2%),22.478553682943662,62.0
2025-05-21T15:20:17.808969,pirate.tif,HS,Salt & Pepper (2%),22.38603549647133,53.5
2025-05-21T15:20:17.823013,pirate.tif,ML(T=3),Salt & Pepper (2%),22.45977173633239,58.75
2025-05-21T15:20:17.977391,pirate.tif,PEE(T=1),JPEG (Q=70),35.023829817250565,49.5
2025-05-21T15:20:18.155126,pirate.tif,HS,JPEG (Q=70),35.02739903274016,48.0
2025-05-21T15:20:18.170505,pirate.tif,ML(T=3),JPEG (Q=70),35.02209084719674,51.24999999999999
2025-05-21T15:20:18.305184,pirate.tif,PEE(T=1),Median Filter (3x3),32.17192114964077,51.5
2025-05-21T15:20:18.540874,pirate.tif,HS,Median Filter (3x3),32.17488262743403,50.24999999999999
2025-05-21T15:20:18.578809,pirate.tif,ML(T=3),Median Filter (3x3),32.169100231795426,48.0
2025-05-21T15:27:28.825352,pirate.tif,PEE(T=1),Gaussian (σ=10),28.10332486017735,51.24999999999999
2025-05-21T15:27:29.059826,pirate.tif,HS,Gaussian (σ=10),28.099126969645702,46.5
2025-05-21T15:27:29.083965,pirate.tif,ML(T=3),Gaussian (σ=10),28.118466128870622,51.24999999999999
2025-05-21T15:27:29.229016,pirate.tif,PEE(T=1),Salt & Pepper (2%),22.39313839690136,51.24999999999999
2025-05-21T15:27:29.410821,pirate.tif,HS,Salt & Pepper (2%),22.44918350210667,48.75
2025-05-21T15:27:29.423389,pirate.tif,ML(T=3),Salt & Pepper (2%),22.481366056971964,49.75
2025-05-21T15:27:29.573842,pirate.tif,PEE(T=1),JPEG (Q=70),35.023829817250565,49.5
2025-05-21T15:27:29.794504,pirate.tif,HS,JPEG (Q=70),35.02739903274016,48.0
2025-05-21T15:27:29.813886,pirate.tif,ML(T=3),JPEG (Q=70),35.02209084719674,51.24999999999999
2025-05-21T15:27:29.994811,pirate.tif,PEE(T=1),Median Filter (3x3),32.17192114964077,51.5
2025-05-21T15:27:30.196959,pirate.tif,HS,Median Filter (3x3),32.17488262743403,50.24999999999999
2025-05-21T15:27:30.252068,pirate.tif,ML(T=3),Median Filter (3x3),32.169100231795426,48.0
2025-05-23T14:15:58.226323,woman_darkhair.tif,PEE(T=1),Gaussian (σ=10),28.13468268583757,51.5
2025-05-23T14:15:58.351617,woman_darkhair.tif,HS,Gaussian (σ=10),28.142595938594543,53.5
2025-05-23T14:15:58.377513,woman_darkhair.tif,ML(T=3),Gaussian (σ=10),28.14048306572944,51.24999999999999
2025-05-23T14:15:58.497639,woman_darkhair.tif,PEE(T=1),Salt & Pepper (2%),22.08294254580668,70.0
2025-05-23T14:15:58.567417,woman_darkhair.tif,HS,Salt & Pepper (2%),22.059959670429304,57.99999999999999
2025-05-23T14:15:58.579054,woman_darkhair.tif,ML(T=3),Salt & Pepper (2%),22.01596688598553,53.25
2025-05-23T14:15:58.698075,woman_darkhair.tif,PEE(T=1),JPEG (Q=70),41.13868876531584,50.74999999999999
2025-05-23T14:15:58.805867,woman_darkhair.tif,HS,JPEG (Q=70),41.14074904556711,50.24999999999999
2025-05-23T14:15:58.817943,woman_darkhair.tif,ML(T=3),JPEG (Q=70),41.1318954441975,47.25
2025-05-23T14:15:59.441928,woman_darkhair.tif,PEE(T=1),Median Filter (3x3),41.41482550711957,51.24999999999999
2025-05-23T14:15:59.542133,woman_darkhair.tif,HS,Median Filter (3x3),41.42086068904494,54.0
2025-05-23T14:15:59.576023,woman_darkhair.tif,ML(T=3),Median Filter (3x3),41.401397426162376,50.24999999999999
2025-05-23T14:23:02.829749,woman_darkhair.tif,PEE(T=1),Gaussian (σ=10),28.119725632823418,52.25
2025-05-23T14:23:02.983630,woman_darkhair.tif,HS,Gaussian (σ=10),28.13969760222784,49.25
2025-05-23T14:23:03.009528,woman_darkhair.tif,ML(T=3),Gaussian (σ=10),28.10558064756769,52.5
2025-05-23T14:23:03.147289,woman_darkhair.tif,PEE(T=1),Salt & Pepper (2%),22.59836819744791,49.5
2025-05-23T14:23:03.350196,woman_darkhair.tif,HS,Salt & Pepper (2%),22.58624983186109,49.0
2025-05-23T14:23:03.377316,woman_darkhair.tif,ML(T=3),Salt & Pepper (2%),22.65442892446139,52.0
2025-05-23T14:23:03.487767,woman_darkhair.tif,PEE(T=1),JPEG (Q=70),30.070201000994928,48.0
2025-05-23T14:23:03.649125,woman_darkhair.tif,HS,JPEG (Q=70),30.06341764709068,47.5
2025-05-23T14:23:03.672560,woman_darkhair.tif,ML(T=3),JPEG (Q=70),30.065732855722548,49.0
2025-05-23T14:23:03.807549,woman_darkhair.tif,PEE(T=1),Median Filter (3x3),23.409372349034,52.0
2025-05-23T14:23:04.002028,woman_darkhair.tif,HS,Median Filter (3x3),23.383419326086138,47.25
2025-05-23T14:23:04.038189,woman_darkhair.tif,ML(T=3),Median Filter (3x3),23.392806957942312,50.0
2025-05-23T14:23:08.565421,mandril_color.tif,PEE(T=1),Gaussian (σ=10),28.11958038213337,47.5
2025-05-23T14:23:08.722531,mandril_color.tif,HS,Gaussian (σ=10),28.12517529894888,46.75
2025-05-23T14:23:08.746142,mandril_color.tif,ML(T=3),Gaussian (σ=10),28.117169170361727,44.75
2025-05-23T14:23:08.857678,mandril_color.tif,PEE(T=1),Salt & Pepper (2%),22.519996000069465,49.75
2025-05-23T14:23:09.031228,mandril_color.tif,HS,Salt & Pepper (2%),22.60141699292779,49.75
2025-05-23T14:23:09.049901,mandril_color.tif,ML(T=3),Salt & Pepper (2%),22.57492246587289,56.49999999999999
2025-05-23T14:23:09.182484,mandril_color.tif,PEE(T=1),JPEG (Q=70),30.070201000994928,48.0
2025-05-23T14:23:09.323698,mandril_color.tif,HS,JPEG (Q=70),30.06341764709068,47.5
2025-05-23T14:23:09.338896,mandril_color.tif,ML(T=3),JPEG (Q=70),30.065732855722548,49.0
2025-05-23T14:23:09.457383,mandril_color.tif,PEE(T=1),Median Filter (3x3),23.409372349034,52.0
2025-05-23T14:23:09.633430,mandril_color.tif,HS,Median Filter (3x3),23.383419326086138,47.25
2025-05-23T14:23:09.692816,mandril_color.tif,ML(T=3),Median Filter (3x3),23.392806957942312,50.0
2025-05-23T15:28:47.600660,pirate.tif,PEE(T=1),Gaussian (σ=10),28.120840209320765,46.875
2025-05-23T15:28:47.709157,pirate.tif,HS,Gaussian (σ=10),28.10314871470485,53.125
2025-05-23T15:28:47.725158,pirate.tif,ML(T=3),Gaussian (σ=10),28.121987311991145,53.125
2025-05-23T15:28:47.839821,pirate.tif,PEE(T=1),Salt & Pepper (2%),22.39274339309744,43.75
2025-05-23T15:28:47.923817,pirate.tif,HS,Salt & Pepper (2%),22.4280710622738,75.0
2025-05-23T15:28:47.930915,pirate.tif,ML(T=3),Salt & Pepper (2%),22.437392560839623,6.25
2025-05-23T15:28:48.087255,pirate.tif,PEE(T=1),JPEG (Q=70),35.027774440886915,43.75
2025-05-23T15:28:48.196410,pirate.tif,HS,JPEG (Q=70),35.02788471812861,59.375
2025-05-23T15:28:48.213181,pirate.tif,ML(T=3),JPEG (Q=70),35.02766335561423,56.25
2025-05-23T15:28:48.405113,pirate.tif,PEE(T=1),Median Filter (3x3),32.17624532492206,53.125
2025-05-23T15:28:48.522453,pirate.tif,HS,Median Filter (3x3),32.17626382792265,59.375
2025-05-23T15:28:48.565929,pirate.tif,ML(T=3),Median Filter (3x3),32.176156595719206,53.125
2025-05-23T15:29:17.647749,cameraman.tif,PEE(T=1),Gaussian (σ=10),28.28382741055914,50.0
2025-05-23T15:29:17.803234,cameraman.tif,HS,Gaussian (σ=10),28.303464986938536,50.0
2025-05-23T15:29:17.822684,cameraman.tif,ML(T=3),Gaussian (σ=10),28.275779763793576,56.25
2025-05-23T15:29:17.972975,cameraman.tif,PEE(T=1),Salt & Pepper (2%),22.13720914027634,40.625
2025-05-23T15:29:18.157934,cameraman.tif,HS,Salt & Pepper (2%),22.15104170403625,56.25
2025-05-23T15:29:18.171118,cameraman.tif,ML(T=3),Salt & Pepper (2%),22.18107429578239,15.625
2025-05-23T15:29:18.341134,cameraman.tif,PEE(T=1),JPEG (Q=70),41.14209107195659,53.125
2025-05-23T15:29:18.559370,cameraman.tif,HS,JPEG (Q=70),41.139894341239184,68.75
2025-05-23T15:29:18.574719,cameraman.tif,ML(T=3),JPEG (Q=70),41.140397867617125,40.625
2025-05-23T15:29:18.761954,cameraman.tif,PEE(T=1),Median Filter (3x3),36.72839975642342,31.25
2025-05-23T15:29:18.976129,cameraman.tif,HS,Median Filter (3x3),36.727374296139445,71.875
2025-05-23T15:29:19.006193,cameraman.tif,ML(T=3),Median Filter (3x3),36.72727236302655,43.75
2025-05-23T15:30:03.288121,woman_darkhair.tif,PEE(T=1),Gaussian (σ=10),28.1201338149218,47.0
2025-05-23T15:30:03.425372,woman_darkhair.tif,HS,Gaussian (σ=10),28.14789127112426,51.24999999999999
2025-05-23T15:30:03.453845,woman_darkhair.tif,ML(T=3),Gaussian (σ=10),28.13169732567401,50.5
2025-05-23T15:30:03.631966,woman_darkhair.tif,PEE(T=1),Salt & Pepper (2%),22.0762140848877,53.75
2025-05-23T15:30:03.754786,woman_darkhair.tif,HS,Salt & Pepper (2%),22.058065736628603,51.24999999999999
2025-05-23T15:30:03.759194,woman_darkhair.tif,ML(T=3),Salt & Pepper (2%),22.09983151040452,54.75
2025-05-23T15:30:03.935966,woman_darkhair.tif,PEE(T=1),JPEG (Q=70),41.13868876531584,50.74999999999999
2025-05-23T15:30:04.026039,woman_darkhair.tif,HS,JPEG (Q=70),41.14074904556711,50.24999999999999
2025-05-23T15:30:04.042124,woman_darkhair.tif,ML(T=3),JPEG (Q=70),41.1318954441975,47.25
2025-05-23T15:30:04.193979,woman_darkhair.tif,PEE(T=1),Median Filter (3x3),41.41482550711957,51.24999999999999
2025-05-23T15:30:04.336345,woman_darkhair.tif,HS,Median Filter (3x3),41.42086068904494,54.0
2025-05-23T15:30:04.387639,woman_darkhair.tif,ML(T=3),Median Filter (3x3),41.401397426162376,50.24999999999999
2025-05-23T15:34:38.404642,woman_darkhair.tif,PEE(T=1),Gaussian (σ=10),28.136443369109685,50.74999999999999
2025-05-23T15:34:38.631576,woman_darkhair.tif,HS,Gaussian (σ=10),28.13513970494844,50.74999999999999
2025-05-23T15:34:38.815707,woman_darkhair.tif,PEE(T=1),Salt & Pepper (2%),22.047775415832028,50.5
2025-05-23T15:34:38.921375,woman_darkhair.tif,HS,Salt & Pepper (2%),22.1509173244952,56.75
2025-05-23T15:34:39.072234,woman_darkhair.tif,PEE(T=1),JPEG (Q=70),41.13868876531584,50.74999999999999
2025-05-23T15:34:39.188944,woman_darkhair.tif,HS,JPEG (Q=70),41.14074904556711,50.24999999999999
2025-05-23T15:34:39.372193,woman_darkhair.tif,PEE(T=1),Median Filter (3x3),41.41482550711957,51.24999999999999
2025-05-23T15:34:39.506916,woman_darkhair.tif,HS,Median Filter (3x3),41.42086068904494,54.0
2025-05-23T15:34:54.180578,woman_darkhair.tif,PEE(T=1),Gaussian (σ=10),28.144942860681,47.75
2025-05-23T15:34:54.317972,woman_darkhair.tif,HS,Gaussian (σ=10),28.117378917069978,53.5
2025-05-23T15:34:54.339004,woman_darkhair.tif,ML(T=3),Gaussian (σ=10),28.11965821210378,46.25
2025-05-23T15:34:54.485015,woman_darkhair.tif,PEE(T=1),Salt & Pepper (2%),22.05490801568589,60.5
2025-05-23T15:34:54.568717,woman_darkhair.tif,HS,Salt & Pepper (2%),22.037191696128872,61.5
2025-05-23T15:34:54.577771,woman_darkhair.tif,ML(T=3),Salt & Pepper (2%),22.047045173771835,45.5
2025-05-23T15:34:54.719604,woman_darkhair.tif,PEE(T=1),JPEG (Q=70),41.13868876531584,50.74999999999999
2025-05-23T15:34:54.819762,woman_darkhair.tif,HS,JPEG (Q=70),41.14074904556711,50.24999999999999
2025-05-23T15:34:54.833599,woman_darkhair.tif,ML(T=3),JPEG (Q=70),41.1318954441975,47.25
2025-05-23T15:34:54.986411,woman_darkhair.tif,PEE(T=1),Median Filter (3x3),41.41482550711957,51.24999999999999
2025-05-23T15:34:55.083564,woman_darkhair.tif,HS,Median Filter (3x3),41.42086068904494,54.0
2025-05-23T15:34:55.121522,woman_darkhair.tif,ML(T=3),Median Filter (3x3),41.401397426162376,50.24999999999999
2025-05-23T20:50:07.038348,woman_darkhair.tif,PEE(T=1),Gaussian (σ=10),28.13387986813442,53.0
2025-05-23T20:50:07.164359,woman_darkhair.tif,HS,Gaussian (σ=10),28.13724251297201,53.0
2025-05-23T20:50:07.190932,woman_darkhair.tif,ML(T=3),Gaussian (σ=10),28.13083558314488,50.0
2025-05-23T20:50:07.355290,woman_darkhair.tif,PEE(T=1),Salt & Pepper (2%),22.110729191638868,49.25
2025-05-23T20:50:07.472786,woman_darkhair.tif,HS,Salt & Pepper (2%),22.066715093169268,54.75
2025-05-23T20:50:07.481867,woman_darkhair.tif,ML(T=3),Salt & Pepper (2%),22.01031064188277,67.25
2025-05-23T20:50:07.628713,woman_darkhair.tif,PEE(T=1),JPEG (Q=70),41.13868876531584,50.74999999999999
2025-05-23T20:50:07.718374,woman_darkhair.tif,HS,JPEG (Q=70),41.14074904556711,50.24999999999999
2025-05-23T20:50:07.727380,woman_darkhair.tif,ML(T=3),JPEG (Q=70),41.1318954441975,47.25
2025-05-23T20:50:08.444839,woman_darkhair.tif,PEE(T=1),Median Filter (3x3),41.41482550711957,51.24999999999999
2025-05-23T20:50:08.553638,woman_darkhair.tif,HS,Median Filter (3x3),41.42086068904494,54.0
2025-05-23T20:50:08.599270,woman_darkhair.tif,ML(T=3),Median Filter (3x3),41.401397426162376,50.24999999999999
2025-05-26T21:02:50.147160,mandril_color.tif,PEE(T=1),Gaussian (σ=10),28.12537517395331,47.5
2025-05-26T21:02:50.307611,mandril_color.tif,HS,Gaussian (σ=10),28.116797101321787,48.25
2025-05-26T21:02:50.335613,mandril_color.tif,ML(T=3),Gaussian (σ=10),28.11637949055482,52.75
2025-05-26T21:02:50.456761,mandril_color.tif,PEE(T=1),Salt & Pepper (2%),22.624758800498284,50.0
2025-05-26T21:02:50.638952,mandril_color.tif,HS,Salt & Pepper (2%),22.5509133065867,51.0
2025-05-26T21:02:50.663041,mandril_color.tif,ML(T=3),Salt & Pepper (2%),22.597286552242416,47.5
2025-05-26T21:02:50.776377,mandril_color.tif,PEE(T=1),JPEG (Q=70),30.070201000994928,48.0
2025-05-26T21:02:50.940608,mandril_color.tif,HS,JPEG (Q=70),30.06341764709068,47.5
2025-05-26T21:02:50.964603,mandril_color.tif,ML(T=3),JPEG (Q=70),30.065732855722548,49.0
2025-05-26T21:02:51.602754,mandril_color.tif,PEE(T=1),Median Filter (3x3),23.409372349034,52.0
2025-05-26T21:02:51.791315,mandril_color.tif,HS,Median Filter (3x3),23.383419326086138,47.25
2025-05-26T21:02:51.835229,mandril_color.tif,ML(T=3),Median Filter (3x3),23.392806957942312,50.0
2025-05-26T21:03:58.666865,mandril_color.tif,PEE(T=1),Gaussian (σ=10),28.124279779940323,47.0
2025-05-26T21:03:58.818389,mandril_color.tif,HS,Gaussian (σ=10),28.097972570182016,45.5
2025-05-26T21:03:58.843377,mandril_color.tif,ML(T=3),Gaussian (σ=10),28.12200913616347,51.5
2025-05-26T21:03:58.956370,mandril_color.tif,PEE(T=1),Salt & Pepper (2%),22.55373317659537,48.0
2025-05-26T21:03:59.116380,mandril_color.tif,HS,Salt & Pepper (2%),22.57681024654868,56.75
2025-05-26T21:03:59.137379,mandril_color.tif,ML(T=3),Salt & Pepper (2%),22.61600278043124,51.74999999999999
2025-05-26T21:03:59.244186,mandril_color.tif,PEE(T=1),JPEG (Q=70),30.070201000994928,48.0
2025-05-26T21:03:59.370706,mandril_color.tif,HS,JPEG (Q=70),30.06341764709068,47.5
2025-05-26T21:03:59.390626,mandril_color.tif,ML(T=3),JPEG (Q=70),30.065732855722548,49.0
2025-05-26T21:03:59.520512,mandril_color.tif,PEE(T=1),Median Filter (3x3),23.409372349034,52.0
2025-05-26T21:03:59.687098,mandril_color.tif,HS,Median Filter (3x3),23.383419326086138,47.25
2025-05-26T21:03:59.731108,mandril_color.tif,ML(T=3),Median Filter (3x3),23.392806957942312,50.0
2025-05-26T21:04:28.923763,mandril_color.tif,PEE(T=1),Gaussian (σ=10),28.107332370801906,50.5
2025-05-26T21:04:29.082194,mandril_color.tif,HS,Gaussian (σ=10),28.133143170576584,49.25
2025-05-26T21:04:29.108279,mandril_color.tif,ML(T=3),Gaussian (σ=10),28.111470415476937,52.75
2025-05-26T21:04:29.227262,mandril_color.tif,PEE(T=1),Salt & Pepper (2%),22.59612179809176,54.50000000000001
2025-05-26T21:04:29.400886,mandril_color.tif,HS,Salt & Pepper (2%),22.55918551125561,49.0
2025-05-26T21:04:29.423826,mandril_color.tif,ML(T=3),Salt & Pepper (2%),22.636705922153425,50.0
2025-05-26T21:04:29.537438,mandril_color.tif,PEE(T=1),JPEG (Q=70),30.070201000994928,48.0
2025-05-26T21:04:29.672756,mandril_color.tif,HS,JPEG (Q=70),30.06341764709068,47.5
2025-05-26T21:04:29.691753,mandril_color.tif,ML(T=3),JPEG (Q=70),30.065732855722548,49.0
2025-05-26T21:04:29.832277,mandril_color.tif,PEE(T=1),Median Filter (3x3),23.409372349034,52.0
2025-05-26T21:04:30.021322,mandril_color.tif,HS,Median Filter (3x3),23.383419326086138,47.25
2025-05-26T21:04:30.060331,mandril_color.tif,ML(T=3),Median Filter (3x3),23.392806957942312,50.0
